ID,post_title,post_content,post_status,post_author,post_type,post_date,post_modified,post_tags,post_category,default_category,featured,street,street2,city,region,country,zip,latitude,longitude,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,phone,email,website,facebook,order_test,rating_test_,rating,post_images
9668,"EGIAZKO BERDINTASUNAREN ALDE ! (EBA)",,publish,3782,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.01780900613907," -1.0418360936740745",899047823,"EGIAZKO BERDINTASUNAREN ALDE ! (EBA)",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Labourd",,,,,,,,,,
9669,"COOPERATIVE DE RESEAUX ELECTRIQUES DU BASSIN DE L'ADOUR",,publish,3783,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,Hasparren,Nouvelle-Aquitaine,France,64240,43.113515456112886," -1.2011746757983413",327931978,"COOPERATIVE DE RESEAUX ELECTRIQUES DU BASSIN DE L'ADOUR",COOPERATIVES,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Labourd",,,,,,,,,,
9670,"GROUPEMENT PASTORAL ERAICKO OLHA",,publish,3784,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HAUX,Nouvelle-Aquitaine,France,64470,43.42868650519347," -1.572590695773352",503816043,"GROUPEMENT PASTORAL ERAICKO OLHA",ASSOCIATIONS,"Pays Basque intérieur","SOULE XIBEROA","UTD Basse Navarre et Soule",,,,,,,,,,
9671,"ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE MAULEON",,publish,3785,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HAUX,Nouvelle-Aquitaine,France,64470,43.29449861584653," -1.3292847922592337",529136939,"ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE MAULEON",ASSOCIATIONS,"Pays Basque intérieur","SOULE XIBEROA","UTD Basse Navarre et Soule",,,,,,,,,,
9672,"OGEC ECOLE NOTRE DAME DE HELETTE",,publish,3786,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.11285655698654," -1.2250184109747444",334537222,"OGEC ECOLE NOTRE DAME DE HELETTE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9673,"ASS PARENTS ELEVES ECOLE PUBLIQUE",,publish,3787,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.14112325317902," -1.1784863827703116",380733071,"ASS PARENTS ELEVES ECOLE PUBLIQUE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9674,"ASS PARENTS ELEVES ECOLE NOTRE DAME",,publish,3788,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.1464315000598," -1.1695622211875794",383356029,"ASS PARENTS ELEVES ECOLE NOTRE DAME",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9675,"LES ECUREUILS",,publish,3789,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.19692902129109," -1.1266660435789468",393513015,"LES ECUREUILS",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9676,"ASS NAT DU POTTOK PONEY DU PAYS BASQUE",,publish,3790,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.22892624029175," -1.070568836309929",410234397,"ASS NAT DU POTTOK PONEY DU PAYS BASQUE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9677,ADITU,,publish,3791,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.42378056305581," -1.3887120214372999",415279595,ADITU,ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9678,"HELLEBORUS VERIDIS",,publish,3792,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.328513618046856," -1.353568291030637",424735918,"HELLEBORUS VERIDIS",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9679,"ASSOCIATION HEL ETA IKUS",,publish,3793,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.27531447672145," -1.5475533166884128",428594840,"ASSOCIATION HEL ETA IKUS",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9680,"EUSKAL HERRIKO MOZKINEN ELKARTEA GOSTUA",,publish,3794,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.290958094423914," -1.3347136953724803",434397683,"EUSKAL HERRIKO MOZKINEN ELKARTEA GOSTUA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9681,"HAIZE HEGOA",,publish,3795,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.103083801820304," -0.9590293921706795",448433409,"HAIZE HEGOA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9682,"PESTACLES ET COMPAGNIE",,publish,3796,gd_place,"2025-07-21 19:53:38","2025-07-21 19:53:38",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.02717969753747," -1.026857626556311",450572961,"PESTACLES ET COMPAGNIE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9683,"GEOBIO 64",,publish,3797,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.13399512969397," -1.2331989079594752",479723389,"GEOBIO 64",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9684,"ASS PROMO PRODUITS TERROIRS BASQUES",,publish,3798,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.15805793984003," -1.148377024860654",481788297,"ASS PROMO PRODUITS TERROIRS BASQUES",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9685,SOROPILA,,publish,3799,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.24560540045454," -1.2755162962476096",513099366,SOROPILA,ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9686,KABALAK,,publish,3800,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.25144544717456," -1.0785799321692267",522121540,KABALAK,ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9687,"SYNDICAT D INITIATIVE",,publish,3801,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.17417051013256," -1.1143365781266055",782298269,"SYNDICAT D INITIATIVE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9688,"ASSOCIATION IBAI GARA",,publish,3802,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.3517146812831," -1.1745491590348638",782298335,"ASSOCIATION IBAI GARA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9689,"ASSOCIATION ESPILA",,publish,3803,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.369982205807275," -1.5188615886091141",791827256,"ASSOCIATION ESPILA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9690,"BASERRIKO ARTE SAREA",,publish,3804,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.363618515744925," -1.4801638958773804",804444818,"BASERRIKO ARTE SAREA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9691,"COMITE DES FETES DE HELETTE",,publish,3805,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.318806219833576," -1.6233282033846936",804501922,"COMITE DES FETES DE HELETTE",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9692,"NAAD DIFFUSION",,publish,3806,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.36603643754948," -1.2966913351061984",813048303,"NAAD DIFFUSION",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9693,"HELETAKO ARTZAINAK",,publish,3807,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.223443881414035," -1.2466216813585833",834967010,"HELETAKO ARTZAINAK",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9694,"BATCHARTE DANTZA",,publish,3808,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.29619624475863," -1.3753177733135553",839691540,"BATCHARTE DANTZA",ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9695,XENDRAZKOAK,,publish,3809,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.45157158815457," -1.5459229565498096",883381725,XENDRAZKOAK,ASSOCIATIONS,"Pays Basque intérieur","PAYS D'HASPARREN","UTD Basse Navarre et Soule",,,,,,,,,,
9696,"GASTELU ZAHAR",,publish,3810,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.150134330424024," -1.3102789711666687",311568158,"GASTELU ZAHAR",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9697,ENDAYARAK,,publish,3811,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.42704171241971," -1.4530869639279511",311569685,ENDAYARAK,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9698,AKELARRE,,publish,3812,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.30134623968057," -1.5824882919667769",311810204,AKELARRE,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9699,"UNION DEP. POUR LA SANTE BUCCO-DENTAIRE",,publish,3813,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.32616761340011," -1.5844476013881992",319785358,"UNION DEP. POUR LA SANTE BUCCO-DENTAIRE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9700,"AMICALE LAIQUE",,publish,3814,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.215480160452316," -0.9812352408199896",326397577,"AMICALE LAIQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9701,"GURE IKASTOLA HENDAIA",,publish,3815,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.03942530611282," -1.001419924083807",328491170,"GURE IKASTOLA HENDAIA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9702,"CENTRE SOCIAL DENENTZAT",,publish,3816,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.29630672649432," -1.4058699630888654",334009818,"CENTRE SOCIAL DENENTZAT",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9703,"ASS SPORTIVE CULTURELLE MUSICALE KIROLAK",,publish,3817,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.22190582062176," -1.3759918900901167",338294440,"ASS SPORTIVE CULTURELLE MUSICALE KIROLAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9704,"ASSOCIATION HIREKIN",,publish,3818,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.324567820107944," -1.6585080460523056",343218889,"ASSOCIATION HIREKIN",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9705,"SCI APOLLINE",,publish,3819,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.408472044426155," -1.635444121213859",344307624,"SCI APOLLINE",COOPERATIVES,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9706,"COMITE DES OEUVRES SOCIALES AZUREVA 64",,publish,3820,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.285135092556125," -1.5912497758742992",345344188,"COMITE DES OEUVRES SOCIALES AZUREVA 64",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9707,ENTRACTE,,publish,3821,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.096250063374974," -0.9788551490953085",350625646,ENTRACTE,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9708,"SERVICE EMPLOI SUD PAYS BASQUE",,publish,3822,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.37975595842509," -1.4638960765469107",351931670,"SERVICE EMPLOI SUD PAYS BASQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9709,"ASSOCIATION CULTURELLE HENDAYAISE",,publish,3823,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.398328353471335," -1.2684675578650104",377966387,"ASSOCIATION CULTURELLE HENDAYAISE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9710,BIL,,publish,3824,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.2082573411408," -1.0732047802156948",378275739,BIL,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9711,"MICROFER HENDAYE INFORMATIQUE INDIVID",,publish,3825,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.268777107261805," -1.4122420127924267",378657761,"MICROFER HENDAYE INFORMATIQUE INDIVID",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9712,"COMITE FETES DE HENDAYE",,publish,3826,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.13804116553365," -0.9501848428115941",378782171,"COMITE FETES DE HENDAYE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9713,"CLUB SUBAQUATIQUE URPEAN",,publish,3827,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.36709738862199," -1.7489640457978157",378984702,"CLUB SUBAQUATIQUE URPEAN",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9714,"AMICALE LAIQUE HENDAYE SECTION BASKET",,publish,3828,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.480743550643965," -1.4474705134692882",379070584,"AMICALE LAIQUE HENDAYE SECTION BASKET",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9715,"RADIO TELE CLUB ANCIENS CHEMINS FER MIDI",,publish,3829,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.46405649113027," -1.5030406788431703",379119498,"RADIO TELE CLUB ANCIENS CHEMINS FER MIDI",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9716,ANANDA,,publish,3830,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.335338859315094," -1.5566979799557445",380104083,ANANDA,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9717,"ASS HENDAYE BIDASSOA SURF CLUB",,publish,3831,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.04592929230522," -1.1045840609779614",380815639,"ASS HENDAYE BIDASSOA SURF CLUB",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9718,"ASSOCIATION LITTORAL BASQUE - ATALAIA - EUSKAL ITSASBAZTERRA",,publish,3832,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.15976412877017," -1.21902039177452",381899780,"ASSOCIATION LITTORAL BASQUE - ATALAIA - EUSKAL ITSASBAZTERRA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9719,"ZEINVA SALBATZEKO",,publish,3833,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.423821429587804," -1.3468997958945192",388997827,"ZEINVA SALBATZEKO",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9720,"BIGARREN MAILAKO HENDAIAKO GURASOACK",,publish,3834,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.394806268087066," -1.6878925948180286",389754763,"BIGARREN MAILAKO HENDAIAKO GURASOACK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9721,"STADE HENDAYAIS RUGBY",,publish,3835,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.30458384851317," -1.595841445308266",391204278,"STADE HENDAYAIS RUGBY",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9722,"VELO CLUB HENDAYAIS",,publish,3836,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.33288055669648," -1.3116077969633666",392091641,"VELO CLUB HENDAYAIS",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9723,"ASS GESTION VGE VACANCES PTT COTE BASQUE",,publish,3837,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.374448824475245," -1.3965575751043753",392370243,"ASS GESTION VGE VACANCES PTT COTE BASQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9724,"ASSOCIATION BILKUA",,publish,3838,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.22084862881451," -1.4684057688071035",392522710,"ASSOCIATION BILKUA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9725,"BALEAK ELKARTEA",,publish,3839,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.370386950154575," -1.7602017589817334",400843678,"BALEAK ELKARTEA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9726,"MOBY DICK",,publish,3840,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.28512112920653," -1.1728103618114896",401390422,"MOBY DICK",COOPERATIVES,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9727,"JUDO CLUB HENDAYAIS",,publish,3841,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.35675221894737," -1.6433101352177646",402499743,"JUDO CLUB HENDAYAIS",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9728,"HORS CHAMP",,publish,3842,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.44609369993659," -1.542623437703702",402938997,"HORS CHAMP",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9729,"MENDIKO OIHUA",,publish,3843,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.365414051737346," -1.531388007146623",403731110,"MENDIKO OIHUA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9730,"ASSOCIATION ATERBEA",,publish,3844,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.187085019831876," -1.1971868819416112",403738818,"ASSOCIATION ATERBEA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9731,"ASSOCIATION MANDATARE ET PRESTATAIRE D'AIDE A DOMICILE 'VIVRE ENSEMBLE' - ELGAR BIZI",,publish,3845,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.37777993168098," -1.6598409848278344",404175689,"ASSOCIATION MANDATARE ET PRESTATAIRE D'AIDE A DOMICILE 'VIVRE ENSEMBLE' - ELGAR BIZI",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9732,"EUSKAL MOTO-CLUB",,publish,3846,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.11675935294337," -1.0984595952203933",404436412,"EUSKAL MOTO-CLUB",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9733,"ITSAS GEROA",,publish,3847,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.294235185056074," -1.2240609550045445",408676831,"ITSAS GEROA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9734,"THE FLYING SPYS",,publish,3848,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.14291610498947," -1.2873381237177484",409091493,"THE FLYING SPYS",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9735,ASTROPORT,,publish,3849,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.43549812725458," -1.4927719587412014",409865664,ASTROPORT,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9736,"CLUB DE NATATION HENDAYAIS",,publish,3850,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.198629466498836," -1.2492885899910644",414425876,"CLUB DE NATATION HENDAYAIS",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9737,"HENDAIAKO ERLEAK",,publish,3851,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.01446614281992," -1.0313220679421562",418608386,"HENDAIAKO ERLEAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9738,"CLE DE SOL",,publish,3852,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.277719153534974," -1.4609353176311797",420908469,"CLE DE SOL",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
9739,"KALIA FORM",,publish,3853,gd_place,"2025-07-21 19:53:39","2025-07-21 19:53:39",,,,0,,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.323626173865954," -1.6064586430211993",422559849,"KALIA FORM",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,,,,
